125 92 56
213 123 60
233 158 95
138 95 64
212 120 92
223 126 49
67 43 8
179 134 35
168 127 36
61 50 25
98 39 32
120 106 45
168 143 48
150 128 37
191 119 38
212 183 84
152 88 41
158 85 71
208 122 50
75 33 15
252 154 67
130 56 8
179 159 77
163 110 91
153 119 64
187 172 84
145 56 52
85 68 31
139 120 24
75 67 56
113 86 40
242 184 97
197 118 41
206 151 60
203 105 74
184 101 9
103 73 33
104 70 5
141 65 44
208 146 63
210 130 59
204 140 93
135 38 30
169 144 63
71 70 11
89 74 44
248 153 70
198 107 38
147 64 24
183 135 91
150 55 50
191 120 40
94 75 17
180 113 19
176 119 28
96 62 20
202 132 52
144 49 37
123 97 24
118 97 16
126 109 94
194 135 56
121 109 75
242 191 99
136 57 36
41 28 18
104 98 52
167 127 91
168 132 33
40 26 13
272 177 80
180 129 40
197 106 79
153 150 100
155 113 38
222 139 52
7 5 2
235 185 90
150 83 29
164 111 15
199 142 57
183 116 92
105 45 41
192 139 68
129 40 37
197 102 16
153 80 0
187 136 39
152 55 11
115 54 41
101 95 27
225 138 62
127 77 48
149 109 68
135 84 70
208 176 93
112 74 19
124 101 6
153 97 18
42 39 8
