181425 85514 2918
162460 131389 70669
153983 67035 3962
36750 26205 18412
99934 42978 40756
107719 69395 11475
113026 77485 4542
164228 132160 93388
116063 59536 48751
163204 150172 95938
153305 68778 45066
135001 107364 86532
163248 145122 65085
136019 98644 49869
68797 52987 43311
37666 34266 26339
171962 76866 53799
191961 104041 18208
166173 93212 8613
63419 39343 18312
219774 121959 95787
24487 18451 14494
171729 141434 54176
211873 159583 86012
122051 119762 33635
181642 110834 53596
192662 114350 84802
78417 46609 36355
74265 69281 63931
247379 191837 94161
183461 181130 92187
92294 24897 15642
183292 118269 91413
217539 159595 97788
84869 50924 33202
99087 36368 6855
201194 115638 61063
171978 76650 76394
152352 93240 27936
173098 161433 69120
158806 97069 61251
54746 49639 46048
177662 99324 98196
115032 30609 18798
111108 107368 52341
169256 97454 90674
257646 170065 98486
100710 22298 5286
184425 105187 24510
280614 190802 96323
207071 113493 42823
157115 150364 71163
164123 87476 12290
188374 154128 58545
192773 145047 76434
214098 133128 96808
163060 161691 90533
120868 83952 20429
136791 132940 82093
130577 63112 60583
146736 144916 73664
170923 108360 20042
123282 77232 13012
140985 94995 89242
121692 53203 7989
119778 115565 38976
148181 95542 31721
174788 128355 54647
129863 73549 29622
50671 23288 10267
45491 41326 6394
110263 61790 46592
160082 100670 9647
191826 148850 95249
187214 128444 79990
172711 89778 48352
109171 47771 2882
56693 35909 11669
223438 149647 73983
138152 107065 83661
195039 108101 66869
173743 138031 69640
177815 147628 73170
27269 15640 11919
199262 153120 67189
154855 62298 50685
102545 57404 39807
165750 104382 97006
142380 51632 30880
142741 96626 5313
235512 150454 80094
15685 14946 2545
49796 35843 3905
123099 59643 40345
165813 127026 93777
147994 72238 378
74485 47217 27123
38714 30736 15790
84985 27372 26547
253944 173663 86022
93658 10206 9264
187241 155758 95357
130647 47107 41940
159261 60498 39101
73901 11757 4928
110171 23789 17908
100376 51006 10240
210287 120653 24756
175744 131239 79384
196733 97273 28544
160563 118343 83354
146714 116980 61344
139277 104576 50526
109436 68019 46993
126779 96091 64754
69625 45359 15719
118428 77039 15189
161073 65661 35954
170122 93240 55189
80769 70985 44753
105116 43289 28923
224584 152069 76311
139306 57284 41851
164995 106270 88269
164815 84942 13059
176319 119687 76838
190642 163490 74124
233250 135602 47066
188559 93155 19038
258964 180345 93054
97238 63625 27731
149148 105631 12640
153640 85165 8441
185613 119240 79881
137071 90539 83468
242704 165120 81293
148912 131936 34159
154994 85272 62709
85450 61196 11014
128084 78039 72317
154755 133088 51401
118681 97649 61209
211592 140535 73333
105103 101634 38559
142368 78856 41200
142136 138857 91533
123006 94924 40496
213351 151480 56998
147971 87311 17515
175102 157666 80217
150368 119865 22092
235373 137581 91063
255880 174985 93751
66860 38872 7967
170668 99182 78543
98217 95607 28179
67254 48914 2996
209938 141326 94252
225542 135419 42158
249992 188992 98573
220807 165554 77987
178852 130916 90005
168502 144596 94966
67957 45256 10680
109898 85179 19275
207171 109791 15124
228563 162163 82064
137199 104171 59102
106202 33122 2631
77495 73545 45685
99334 35943 1832
150389 52308 25300
148956 102534 43139
182556 153638 98316
120493 115731 32201
111441 32305 4804
190577 172267 78582
141355 104719 33484
137641 107332 85998
92067 52552 26779
73142 40559 10042
222348 122902 87652
107070 75521 62215
116032 90414 2986
199036 110116 82148
52579 16104 4944
242792 184635 92595
190946 145218 89569
169141 99833 61878
155347 147273 69716
210316 153581 62485
138526 91317 28481
181035 108076 19442
165024 110238 14097
125300 114547 71381
84299 39406 38237
205798 164656 94158
54956 40984 10828
204670 153956 61215
153331 144810 65672
128041 108556 41184
129324 31798 10636
173180 150538 81415
157330 88414 3891
160480 82171 37215
138922 52020 520
189216 133849 75995
170322 114317 80694
150733 114206 32117
180262 94194 63366
128960 103060 83968
149951 95474 46931
112589 64093 36961
135082 59999 48763
128174 122480 28458
72814 21936 3989
252479 156566 82207
149303 133353 59394
120877 50844 47013
228936 170160 99384
128745 71174 2757
137567 80747 25550
188388 94463 18217
52619 50278 8772
115142 96430 72544
140886 104311 60450
167499 164379 88589
155625 100625 34790
219420 134591 75396
162702 151182 75481
100855 34184 24251
229667 146457 92452
143681 113010 83221
199403 138549 98139
137483 133405 60706
246147 147070 54929
114718 24252 16504
185888 104846 8781
193453 133525 49413
197136 130076 34902
153158 136762 69862
196202 136721 68664
111590 110914 56037
174979 117044 79727
101717 34949 6874
139288 96901 82283
190742 100243 44438
94850 93415 58022
