184 142 79
132 80 65
199 157 66
142 88 36
85 72 60
121 104 83
168 131 75
176 130 89
161 143 52
180 115 79
250 173 78
128 106 47
217 124 84
228 174 93
109 38 19
139 66 62
215 120 29
134 90 42
183 107 49
227 138 60
218 185 90
139 114 59
156 122 78
199 166 75
65 55 27
131 130 42
144 114 59
243 149 99
156 112 58
122 109 84
205 121 29
183 108 34
242 170 92
129 53 30
158 126 69
220 169 74
153 79 3
166 103 89
125 82 70
244 148 86
178 139 69
177 94 36
182 122 72
133 48 38
142 64 52
173 96 40
104 57 29
73 30 28
121 45 4
188 134 35
222 133 62
238 189 95
197 115 80
138 42 40
127 33 3
165 130 72
216 148 59
84 42 15
242 149 94
87 65 18
145 105 93
118 96 56
154 138 66
235 178 78
111 73 62
149 59 55
165 72 7
227 129 84
122 54 36
119 112 16
226 144 86
103 77 37
175 98 18
124 65 62
112 24 24
93 67 36
174 100 20
119 97 24
94 43 29
174 107 98
110 91 30
178 136 70
186 91 18
151 83 0
148 105 6
125 117 78
274 180 85
219 164 97
245 182 90
211 149 63
165 155 72
108 50 4
152 139 40
182 132 35
136 56 41
197 129 80
124 83 24
184 132 47
121 116 21
202 131 45
