21391 15676 9503
17382 8269 3539
17940 9768 6486
14984 10827 3126
8816 7157 259
17842 12361 8735
14792 11686 8147
9891 4454 20
11651 4378 4000
9585 6505 5494
19523 13469 5926
19768 11194 1700
17251 10184 7299
13542 7085 2601
8085 6123 5545
10267 9631 7122
16646 9563 6289
7704 7645 2749
17215 11860 9462
12939 9553 5511
12658 9951 9401
12205 3105 94
16171 9131 3877
12032 10562 4685
16413 7588 3926
14855 10008 3993
19567 16348 7513
13749 9937 4941
20815 15346 9876
13231 4121 4106
20285 13078 3335
15832 10501 7950
20878 13136 6146
6222 3004 1403
14986 7581 5063
10841 9688 5071
15257 7445 4127
20463 11346 7964
13793 4139 3625
20359 18179 8324
4194 2823 1488
11625 4750 3775
17123 17051 7305
14550 9123 2769
16740 12803 7442
14716 7724 1313
10948 4039 308
10729 8118 7574
5123 4192 876
8574 6985 3071
15450 14409 6043
19851 19803 9927
18844 16185 6545
19514 14619 7451
19122 12885 6064
10471 5021 2412
14785 5753 3636
10902 6985 2595
8642 8527 5980
10129 8096 5038
13488 10205 8127
6744 4660 4103
17752 11477 2444
10268 9990 7817
8462 2029 1251
2604 2308 113
4711 1212 405
16157 8368 3344
14396 8791 8549
10709 10121 3520
8511 4383 887
18647 9297 123
8326 7747 6654
18309 11372 7538
14565 4624 3118
6745 4745 3503
19553 15836 7019
13106 3123 1616
15324 8293 3153
13751 9916 9337
15793 9954 101
18851 17226 8503
13427 7804 4159
21140 16601 7472
17875 14624 5050
12266 4969 1619
15642 9531 4198
15308 7716 3551
8352 3145 3040
19091 10456 7559
16392 15314 8016
19396 14346 5247
12879 6331 840
18711 11324 9107
8946 6043 789
4316 1751 507
11574 11000 3165
12587 10719 5469
18530 10824 2007
15125 9879 1749
14556 11230 8521
18260 8464 8092
14093 9328 594
17944 8671 408
20447 16702 8713
15336 6546 6413
15741 15430 6467
10361 9097 8278
26783 16785 7269
22950 13297 8054
18377 12816 5995
10407 9115 2665
9246 3760 2608
6934 4235 2890
11943 10651 5291
11033 5825 1796
16355 13257 5207
17879 11518 8628
17864 11477 5037
19734 16829 8217
23379 15554 7330
22184 12881 9236
16205 13804 5209
22480 13052 6319
14789 8625 6224
13317 12515 8161
6086 4748 4219
18671 9200 2829
14138 12158 7928
12459 9585 3620
13959 9845 6885
14401 9475 6856
8949 3818 2975
16889 8206 6313
9959 1537 826
13221 8655 6194
21059 12803 9528
11846 8498 2937
12621 4954 1878
13912 10569 7483
10570 5679 1643
16761 12567 9916
12223 9101 5046
17609 9457 3044
15095 13362 5919
12323 7053 1283
15297 12205 9447
16850 10346 7310
24248 17204 7669
16025 10977 3874
12610 7741 1388
12148 2379 1481
18111 9326 1788
23021 13891 6720
5139 4248 1092
3291 2405 123
19307 10210 3997
16066 14882 7687
15590 7162 2360
13532 10222 6143
23621 16011 8537
17601 10323 3806
17874 8054 650
11580 6846 4162
10529 5575 3178
22326 18392 9678
16807 7523 3509
14692 8774 7633
18586 9424 6100
16192 13079 5659
11427 10480 1615
4766 4207 1704
20196 10542 4295
21212 15280 7122
20745 11105 1439
22672 15345 9098
8933 1949 1504
17060 11852 4482
20081 12678 2690
16464 9126 5751
6904 4196 2911
12593 6192 5466
11354 5800 3051
11556 3049 2126
10415 8143 5265
15194 8480 1169
19516 11273 9883
21280 13031 5747
15367 15108 8235
12434 4748 859
17260 7882 2313
17279 13495 9797
19028 11655 2713
11684 10885 8277
20704 14315 7205
9710 4799 2952
18866 10860 9928
5624 4839 3786
18240 15548 6419
12855 4796 4259
17123 14889 8294
20774 15402 8485
14288 10884 3202
15470 10515 7226
19975 16466 6839
17540 10060 1366
10021 3165 1235
16641 13370 9399
10082 5189 4839
17505 9709 5591
11979 9542 6813
22522 16623 7105
18688 13555 7855
15297 12517 3325
13672 10258 3103
15736 8933 4261
13991 10106 2987
20276 14851 6989
19300 15375 5826
13006 9882 4633
21980 13328 8286
15203 9450 11
16636 8532 5977
7400 6464 6260
9929 8990 4608
13942 10566 948
19965 16718 8051
19359 18028 9941
11379 10557 3406
16662 11869 7597
20177 14479 6452
13129 9491 9137
5182 1782 828
20933 13856 4739
16515 15048 7257
11144 9541 6986
14147 11728 3578
13481 12891 4992
19069 13499 8803
9189 8840 787
12740 4369 728
17930 12624 7962
13352 11727 3358
17796 12298 5765
1641 1399 209
12648 4560 3263
6892 4742 3226
11089 4240 377
12479 3277 2370
3391 2023 437
12512 7348 7159
16076 13147 6932
14607 5233 946
16941 11541 5860
6594 4360 903
12375 7684 145
14517 6725 136
21616 11931 9420
14282 8345 4622
18048 11536 6398
11069 3911 2120
13320 9354 6105
14091 8907 3435
7405 5257 3096
13725 10171 5847
4524 4076 1482
11206 10109 1794
11323 8418 2869
19361 10042 8882
17163 13765 7995
21385 18971 9486
13427 11888 8025
11004 10560 7392
15414 8159 4508
18154 10414 7474
15165 14129 8294
13472 10511 6065
10432 5150 3149
25369 15669 5942
9134 8814 934
14900 9256 230
17838 12149 5797
18463 16012 8054
11246 10187 2238
17983 11942 4694
14468 9849 7084
17093 11235 5328
13967 7610 3520
17194 10281 7671
15759 14225 5003
18040 11991 6175
15837 13239 3695
23963 16012 7183
21153 16842 9627
10209 8234 4408
13834 10178 6628
9914 9472 5411
9741 8151 1748
28030 19090 9294
20255 17074 8498
13004 8312 4377
8481 7488 3020
20459 11501 1834
9590 9344 1568
17479 10657 2214
13861 10800 4312
9582 4901 2523
15502 13527 8298
7789 6218 6097
12238 11564 5528
12615 5982 104
16817 13588 5968
15075 11049 2676
15500 13227 8439
5752 3564 1681
14198 10820 7780
13643 8056 5165
12753 10148 1951
9965 6472 5321
20182 14645 5957
7826 2876 1186
14813 13874 5158
9419 7745 2338
12642 10793 6319
15108 6869 4468
18755 9871 4762
9418 7952 4190
15139 13505 4105
25995 19624 9902
20113 13463 8253
10627 10538 9122
8130 440 8
6017 5659 4038
9057 5269 3245
18182 16729 9753
15630 8906 6282
9703 6069 4851
11281 1485 1059
17351 10322 5532
13885 7202 6148
3247 1736 1193
13278 9373 393
17006 11347 6835
12581 10590 6968
6023 2898 1787
20903 12955 3256
15999 8007 5105
13446 9565 5659
26406 16466 9290
13567 5733 3308
18829 14164 6869
12601 11477 1872
13370 9524 3751
20114 11649 6134
9962 6202 3976
16910 9944 7581
17134 8667 4692
20454 15691 9645
11521 6947 981
11872 4673 1292
12614 5162 4808
15911 15357 9374
21939 19024 9787
15285 7268 6546
18443 9158 8076
17261 12648 8551
11410 6855 1386
22144 13623 6114
17138 10191 4211
15246 13593 9083
14415 9065 3507
17743 11108 7589
23169 14011 7965
15717 9654 2835
23024 13581 6929
15332 9916 7613
10556 9727 337
23362 18057 9244
15425 8959 726
14253 5359 3579
8449 1203 140
12061 10426 7118
15770 13568 9404
17000 10216 5861
18127 10825 2669
20868 18984 8986
16397 8687 5640
15233 7214 7124
16951 16670 8509
20192 12119 9291
17078 9456 3121
16886 15113 6559
10651 8291 1426
17975 12000 7566
16474 6530 2709
16478 7749 3116
10962 9535 65
19551 16063 6109
24816 15645 6891
23859 14624 9473
25338 15666 8452
16540 14165 9230
18101 11632 7746
12788 7344 4688
18841 13344 7116
12484 10412 5653
19053 10438 821
16115 14526 7299
14492 13199 7662
15737 12825 9253
17082 10306 7793
15455 6910 4306
8455 5262 1990
4614 3291 2593
16538 7491 5385
8738 7269 5495
14040 10399 8166
21703 11998 6915
16787 8675 3554
8429 6247 5934
12648 3554 2006
16797 9780 8918
22304 14815 9098
20723 19195 9706
11677 6181 1819
17152 15449 6289
17249 9261 5288
11745 9188 8090
17721 14446 8239
8505 7505 3143
13281 10933 6192
11881 4909 1521
20152 11663 9861
15272 10419 7029
15450 11225 5313
8785 5015 3400
16034 12471 2869
6185 5998 298
10927 1048 901
17270 13623 7180
11768 10304 5811
14388 8518 3051
15043 11943 2716
20058 13240 3498
9510 8595 4149
13426 3916 3741
7775 6998 5471
12143 7601 1433
10295 4709 1874
12809 10011 4728
12021 3615 1700
23670 15174 8470
13963 11298 7258
11611 8080 7925
20445 11707 6652
22985 15433 7839
10209 9571 4823
16685 12561 8308
20437 19333 9522
15419 6929 1246
17379 15242 9991
12871 11689 9977
16665 9725 6962
27250 17545 8273
11203 9198 4667
16358 6797 115
14380 9052 3174
11433 9408 296
19121 14368 7556
9622 4935 2578
16641 13039 6472
12186 12014 5740
7051 6692 6539
10506 10012 5082
21593 14069 6046
21483 11689 8240
18987 9683 2268
12987 10524 2960
17757 13720 9910
11268 5248 4703
12861 11282 4415
13271 11299 4321
14394 11700 8624
11802 6143 3701
11512 10218 924
15665 11627 6070
15977 12249 9902
12634 10486 6155
21624 19289 9589
15733 12492 8550
16886 16754 7681
17665 9035 5134
14651 9254 3185
20550 17590 7820
23531 15029 9427
22426 16397 8623
11712 10717 1574
12206 11381 4841
11319 6514 5466
15445 14989 7882
17423 7661 1671
13826 6400 489
17879 11760 4353
15379 9941 3067
14749 6287 1019
25252 17991 8390
17620 10674 3393
8447 3271 1541
5920 4081 2116
19291 14459 5322
16947 8427 5235
15374 8212 2834
26674 17648 9214
21060 12930 3611
14202 11365 8087
15488 9631 6261
14887 8869 689
15650 5977 5114
7785 3226 2298
11421 3250 2111
14349 7784 3994
20201 12006 3982
14298 6099 2948
24281 16744 8292
15507 13040 7639
13126 7760 745
13975 4792 4181
9869 3162 1776
15021 8446 6165
15554 15371 9430
15366 8444 2747
14946 9868 3032
13981 5724 4690
12451 6806 1912
18582 17278 7351
12307 9274 8036
14583 6352 535
13311 9510 5760
16187 9379 1588
20840 11591 8889
10917 7544 7314
13705 4524 416
17934 8254 5476
11717 5448 2215
23175 13509 6093
14473 9613 3724
19427 18133 9100
18176 13769 5709
16741 15904 8870
2735 1922 192
16337 8741 4946
25793 18415 8794
13309 8341 1776
12007 10542 3398
21869 16202 6632
7486 5754 5649
15823 11549 6676
8217 5666 588
20870 16829 6856
17600 8032 6296
17170 11496 8950
17345 9027 8054
21618 12273 5135
18056 8577 2009
16706 11185 1304
23222 15210 6591
24774 19643 9840
7049 6268 3438
13546 3827 1656
15892 11951 8535
13437 5907 1833
4797 3786 1413
18835 11509 5086
9835 8195 5182
9042 3317 1747
19734 12726 9008
11808 7785 2603
27575 18059 9561
12661 5016 2180
6698 2357 384
22361 14918 5737
23038 13145 3628
13832 9576 4918
13885 10175 4957
11451 9429 9097
18792 11531 9654
13164 9901 9300
15914 13166 7113
4073 1805 103
15133 9952 9200
11072 9600 525
18238 14331 7102
19384 10949 1630
15955 15654 6409
19170 10347 7157
10666 2231 1642
19506 14825 6287
15018 10255 3662
10213 6293 4418
5176 3459 2669
13652 9912 5499
13870 10379 1011
12066 9456 4552
12896 8534 7878
9956 7948 3162
16808 11669 3558
24527 14795 8951
24533 14593 8494
9632 7682 905
15264 6918 5995
17332 9147 2640
12114 11380 9901
15335 7223 7186
17348 12535 6633
18718 13907 6114
11365 10060 5870
17224 8346 461
11490 10013 7298
24765 18990 9904
9938 7216 421
4562 1836 1470
13343 7648 5402
10616 9169 9102
24656 16479 7715
15497 9753 9197
19934 15253 8496
16358 10197 6341
21866 12040 3945
21566 17002 9804
14698 12365 8706
16793 10640 8237
8543 5763 4587
18250 16840 7178
18315 14238 5975
15879 15221 9243
17105 15379 9304
7408 3776 3637
21830 18029 9546
21583 12066 6391
17514 13077 8346
11210 9746 5510
16169 12077 7824
22287 17222 7417
