131 66 62
206 112 25
221 191 97
256 159 75
219 172 93
162 64 13
146 74 55
185 91 50
145 125 93
137 45 43
110 73 44
139 128 42
249 182 89
101 27 9
75 65 27
176 96 39
171 95 93
71 36 14
214 122 29
123 82 8
124 58 55
152 87 56
120 67 43
208 167 90
103 93 18
50 26 5
76 72 54
131 98 4
237 166 71
60 17 1
189 139 47
75 71 57
131 34 16
122 69 44
239 164 94
214 118 51
164 101 42
65 55 48
145 97 41
172 96 72
211 134 65
72 50 38
152 73 68
183 92 64
192 94 43
97 81 64
178 118 24
120 77 63
224 189 93
154 92 80
167 122 48
80 34 20
47 33 6
189 96 55
176 102 5
165 92 0
192 102 20
217 132 100
142 94 19
139 53 38
147 72 14
69 67 22
244 150 65
76 14 14
197 140 44
220 196 97
114 40 9
118 93 39
32 23 16
100 7 7
88 20 13
158 142 89
107 96 85
53 33 21
190 115 39
161 114 17
78 57 31
89 57 28
115 27 16
158 89 2
157 91 28
242 188 92
34 28 25
147 147 77
162 74 0
98 85 85
195 176 80
116 72 66
145 114 26
152 149 62
131 98 20
176 158 85
124 44 28
97 80 36
140 111 99
182 102 22
80 26 9
196 129 82
153 65 54
82 42 14
